Attribute_sim,human_classification
0.10416204482316971,-1
0.4275793433189392,-1
0.4490116834640503,-1
0.2854532301425934,-1
0.28006094694137573,-1
0.2754245102405548,-1
0.271334707736969,-1
0.0803431048989296,-1
0.4411608874797821,-1
0.42433032393455505,-1
0.2677544057369232,-1
0.2669249475002289,-1
0.2669249475002289,-1
0.42386001348495483,-1
0.4397994577884674,-1
0.07624009251594543,-1
0.0726027712225914,-1
0.2617040276527405,-1
0.25912564992904663,-1
0.2568106949329376,-1
0.25469154119491577,-1
0.25277137756347656,-1
0.4340459704399109,-1
0.4205508530139923,-1
0.25216272473335266,-1
0.2509995698928833,-1
0.25041690468788147,-1
0.2504168152809143,-1
0.25041690468788147,-1
0.4334239959716797,-1
0.057425256818532944,-1
0.4200190603733063,-1
0.2504168152809143,-1
0.2504168748855591,-1
0.6379794478416443,-1
0.44230595231056213,-1
0.41912463307380676,-1
0.24938085675239563,-1
0.24787834286689758,-1
0.24649718403816223,-1
0.24520635604858398,-1
0.2440127581357956,-1
0.24289168417453766,-1
0.2418508380651474,-1
0.24086840450763702,-1
0.23995177447795868,-1
0.23908405005931854,-1
0.23827095329761505,-1
0.23787401616573334,-1
0.42860540747642517,-1
0.23787415027618408,-1
0.04263882339000702,-1
0.2370833158493042,-1
0.23746901750564575,-1
0.23708303272724152,-1
0.2370833456516266,-1
0.40897995233535767,-1
0.4283265769481659,-1
0.2370833158493042,-1
0.23708303272724152,-1
0.6379794478416443,-1
0.44230595231056213,-1
0.6379794478416443,-1
0.44230595231056213,-1
0.6379794478416443,-1
0.44230595231056213,-1
0.6379794478416443,-1
0.44230595231056213,-1
0.6379794478416443,-1
0.44230595231056213,-1
0.4280523657798767,-1
0.23670385777950287,-1
0.2359752506017685,-1
0.23529033362865448,-1
0.23463670909404755,-1
0.23402003943920135,-1
0.23343077301979065,-1
0.23287172615528107,-1
0.23233594000339508,-1
0.23182907700538635,-1
0.23134005069732666,-1
0.23087665438652039,-1
0.2304297238588333,-1
0.23000487685203552,-1
0.229594424366951,-1
0.2292037457227707,-1
0.2288258671760559,-1
0.6760725378990173,-1
0.6828453540802002,-1
0.6891542077064514,-1
0.6610469222068787,-1
0.531806468963623,-1
0.6440096497535706,-1
0.7078732848167419,-1
0.2714247703552246,-1
0.6269077062606812,-1
0.6156299114227295,-1
0.23508931696414948,-1
0.6045925617218018,-1
0.225973442196846,-1
0.8417657017707825,-1
0.8795264363288879,1
0.6031973958015442,-1
0.5972967147827148,-1
0.5897767543792725,-1
0.5847891569137573,-1
0.8362148404121399,-1
0.5793802738189697,-1
0.578463613986969,-1
0.20053038001060486,-1
0.8338967561721802,-1
0.865608274936676,1
0.5758215188980103,-1
0.5717769265174866,-1
0.5691465139389038,-1
0.5659820437431335,-1
0.18828436732292175,-1
0.8563430309295654,1
0.8295865058898926,-1
0.5639597773551941,-1
0.5633186101913452,-1
0.5633186101913452,-1
0.8300483822822571,-1
0.8525019288063049,1
0.18529662489891052,-1
0.1842832863330841,-1
0.5598225593566895,-1
0.5577268004417419,-1
0.5564461350440979,-1
0.5546854138374329,-1
0.5536372065544128,-1
0.8511626720428467,1
0.8248728513717651,-1
0.5531666874885559,-1
0.5521355867385864,-1
0.5516853332519531,-1
0.551685094833374,-1
0.5516853332519531,-1
0.8487474322319031,1
0.17642149329185486,-1
0.8233765363693237,-1
0.551685094833374,-1
0.5516852736473083,-1
0.7980363368988037,-1
0.5884976387023926,-1
0.8212080001831055,-1
0.5512643456459045,-1
0.5499678254127502,-1
0.5492389798164368,-1
0.5481050610542297,-1
0.5474857687950134,-1
0.5464836359024048,-1
0.5459550619125366,-1
0.5450623631477356,-1
0.5446038842201233,-1
0.5438013672828674,-1
0.5434024930000305,-1
0.5430957078933716,-1
0.8455553650856018,1
0.5430960059165955,-1
0.16872332990169525,-1
0.5423113107681274,-1
0.542609453201294,-1
0.5423107147216797,-1
0.542311429977417,-1
0.8031049966812134,-1
0.8441850543022156,1
0.5423113107681274,-1
0.5423107147216797,-1
0.7980363368988037,-1
0.5884976387023926,-1
0.7980363368988037,-1
0.5884976387023926,-1
0.7980363368988037,-1
0.5884976387023926,-1
0.7980803847312927,-1
0.5884976387023926,-1
0.7980363368988037,-1
0.5884976387023926,-1
0.8428642749786377,1
0.5421711802482605,-1
0.5414268374443054,-1
0.5410452485084534,-1
0.540371835231781,-1
0.5400376319885254,-1
0.5394256114959717,-1
0.5391294956207275,-1
0.5385661125183105,-1
0.5383079051971436,-1
0.537787675857544,-1
0.5375571250915527,-1
0.5370771884918213,-1
0.5368719100952148,-1
0.536426842212677,-1
0.5362441539764404,-1
0.5358309149742126,-1
0.9595011472702026,1
0.6397139430046082,-1
0.9168016910552979,1
0.54798823595047,-1
0.8766505122184753,1
0.6589819192886353,-1
0.4664611518383026,-1
0.8493431210517883,1
0.8249168395996094,1
0.4305391311645508,-1
0.8085846304893494,1
0.419154554605484,-1
0.6212903261184692,-1
0.6255620718002319,-1
0.7803347110748291,1
0.7928476929664612,1
0.7823230028152466,1
0.7713981866836548,1
0.6185144186019897,-1
0.7641858458518982,1
0.7461122870445251,1
0.39364656805992126,-1
0.6172274947166443,-1
0.6172765493392944,-1
0.7561771869659424,1
0.7510199546813965,1
0.7449043989181519,1
0.7410455942153931,1
0.38112542033195496,-1
0.6132150292396545,-1
0.6142258048057556,-1
0.7361917495727539,1
0.7232103943824768,1
0.7235699892044067,1
0.6150428056716919,-1
0.6106445789337158,-1
0.37897759675979614,-1
0.37700772285461426,-1
0.7292629480361938,1
0.7269180417060852,1
0.7236248254776001,1
0.7217381000518799,1
0.7189460396766663,1
0.610751748085022,-1
0.6117057204246521,-1
0.7094203233718872,1
0.7174056768417358,1
0.7085332274436951,1
0.7082852125167847,1
0.7085332274436951,1
0.6090917587280273,-1
0.368900328874588,-1
0.6107407212257385,-1
0.7085378766059875,1
0.7085274457931519,1
0.7048006057739258,-1
0.5035465359687805,-1
0.6092693209648132,-1
0.7150017023086548,1
0.7137295007705688,1
0.7116396427154541,1
0.7105754613876343,1
0.708733320236206,1
0.7078337669372559,1
0.7061983346939087,1
0.705432653427124,1
0.7039650678634644,1
0.7033089399337769,1
0.7019844651222229,1
0.6957724094390869,1
0.6073279976844788,-1
0.6959449052810669,1
0.3609113395214081,-1
0.6954620480537415,1
0.701330840587616,1
0.6954580545425415,1
0.6954551339149475,1
0.5961787700653076,-1
0.6062970757484436,-1
0.6952948570251465,1
0.6954580545425415,1
0.7001782655715942,-1
0.5033260583877563,-1
0.7044817805290222,-1
0.5033260583877563,-1
0.7044817805290222,-1
0.5033260583877563,-1
0.7044817805290222,-1
0.5033260583877563,-1
0.7044817805290222,-1
0.5033260583877563,-1
0.6053076982498169,-1
0.7000121474266052,1
0.6994128227233887,1
0.6982167363166809,1
0.6976990699768066,1
0.6966080069541931,1
0.6961600184440613,1
0.6951567530632019,1
0.694762110710144,1
0.6969428658485413,1
0.6934943795204163,1
0.6926413178443909,1
0.6923366785049438,1
0.6915442943572998,1
0.6912761330604553,1
0.6905382871627808,1
0.6903038024902344,1
0.5803523659706116,-1
0.9863500595092773,1
0.46296218037605286,-1
0.968797504901886,1
0.6007786989212036,-1
0.6053407788276672,-1
0.9516072273254395,1
0.9379988312721252,1
0.5785284042358398,-1
0.9262050986289978,1
0.5705567598342896,-1
0.6222773194313049,-1
0.622268795967102,-1
0.9053308367729187,1
0.9168608784675598,1
0.9086858034133911,1
0.9020479917526245,1
0.6192519068717957,-1
0.8961573839187622,1
0.8827869296073914,1
0.549773097038269,-1
0.6175615787506104,-1
0.6153997778892517,-1
0.8912792205810547,1
0.8869079351425171,1
0.8832102417945862,1
0.879814088344574,1
0.5392820239067078,-1
0.611682653427124,-1
0.6143468618392944,-1
0.8768949508666992,1
0.8673016428947449,1
0.8675674796104431,1
0.6156913638114929,-1
0.6082976460456848,-1
0.5370258092880249,-1
0.5357967615127563,-1
0.8718284368515015,1
0.8696196675300598,1
0.8676804304122925,1
0.8658437132835388,1
0.8642197847366333,1
0.6103712320327759,-1
0.612385094165802,-1
0.8571799397468567,1
0.8626707792282104,1
0.8561062216758728,1
0.855930745601654,1
0.8561062216758728,1
0.608095109462738,-1
0.5288983583450317,-1
0.611234188079834,-1
0.8561174273490906,1
0.8561016917228699,1
0.6751754879951477,-1
0.485513836145401,-1
0.6095877289772034,-1
0.8612887859344482,1
0.8599678874015808,1
0.8587841987609863,1
0.8576416969299316,1
0.8566116690635681,1
0.8556128740310669,1
0.8547117114067078,1
0.85384202003479,1
0.8530548214912415,1
0.8522863984107971,1
0.8515883684158325,1
0.8469929099082947,1
0.6072131395339966,-1
0.8471207022666931,1
0.522045373916626,-1
0.8464555740356445,1
0.8507961630821228,1
0.8464470505714417,1
0.8464451432228088,1
0.5966323018074036,-1
0.6057326197624207,-1
0.8463318943977356,1
0.8464470505714417,1
0.6751754879951477,-1
0.4855137765407562,-1
0.6749401092529297,-1
0.48535099625587463,-1
0.6749401092529297,-1
0.48535099625587463,-1
0.6749401092529297,-1
0.48535099625587463,-1
0.6749401092529297,-1
0.48535099625587463,-1
0.6043190956115723,-1
0.8500233292579651,1
0.8492738008499146,1
0.8485897183418274,1
0.847920835018158,1
0.8473079204559326,1
0.8467092514038086,1
0.8461539149284363,1
0.845608651638031,1
0.8451101779937744,1
0.8446081280708313,1
0.844151496887207,1
0.8436985611915588,1
0.8432828187942505,1
0.8428671956062317,1
0.84248286485672,1
0.8421009182929993,1
0.4298616945743561,-1
0.5678515434265137,-1
0.49614015221595764,-1
0.47565892338752747,-1
0.7290987968444824,-1
0.44842275977134705,-1
0.381644070148468,-1
0.4274674355983734,-1
0.7476896047592163,-1
0.08337946981191635,-1
0.41108816862106323,-1
0.3988403379917145,-1
0.056732531636953354,-1
0.3890359699726105,-1
0.04881738871335983,-1
0.6388606429100037,-1
0.6189149618148804,-1
0.0465482734143734,-1
0.3886765241622925,-1
0.38135722279548645,-1
0.374957799911499,-1
0.3697494864463806,-1
0.637620210647583,-1
0.3652840256690979,-1
0.029002869501709938,-1
0.36504822969436646,-1
0.0313035249710083,-1
0.6374641060829163,-1
0.37790393829345703,-1
0.6161115169525146,-1
0.3615466356277466,-1
0.3582810163497925,-1
0.3554847240447998,-1
0.35298484563827515,-1
0.023009078577160835,-1
0.3252294957637787,-1
0.6146498918533325,-1
0.6357384324073792,-1
0.35080739855766296,-1
0.35064220428466797,-1
0.35064220428466797,-1
0.6355738043785095,-1
0.6143952012062073,-1
0.021580161526799202,-1
0.33207201957702637,-1
0.020314395427703857,-1
0.33130839467048645,-1
0.34709471464157104,-1
0.34550002217292786,-1
0.34407711029052734,-1
0.3427605628967285,-1
0.3415755331516266,-1
0.6131352186203003,-1
0.6327857375144958,-1
0.3414543569087982,-1
0.3404711186885834,-1
0.3403552174568176,-1
0.3403550684452057,-1
0.3403552174568176,-1
0.6130569577217102,-1
0.015031104907393456,-1
0.6322211027145386,-1
0.3403550684452057,-1
0.34035515785217285,-1
0.6558642983436584,-1
0.45660749077796936,-1
0.9492759108543396,-1
0.6310904622077942,-1
0.339468389749527,-1
0.33852967619895935,-1
0.3376726806163788,-1
0.3368642330169678,-1
0.3361215591430664,-1
0.3354177176952362,-1
0.3347693085670471,-1
0.33415138721466064,-1
0.3335789144039154,-1
0.333032488822937,-1
0.33252376317977905,-1
0.3324447274208069,-1
0.45660749077796936,-1
0.611970841884613,-1
0.3324449062347412,-1
0.009885269217193127,-1
0.3319184482097626,-1
0.33199524879455566,-1
0.5000448822975159,-1
0.33191806077957153,-1
0.33191850781440735,-1
0.6173436045646667,-1
0.6119192838668823,-1
0.3319184482097626,-1
0.45660749077796936,-1
0.33191806077957153,-1
0.6558642983436584,-1
0.9492759108543396,-1
0.6558642983436584,-1
0.9492759108543396,-1
0.45660749077796936,-1
0.6558642983436584,-1
0.9492759108543396,-1
0.6558642983436584,-1
0.9492759108543396,-1
0.6558642983436584,-1
0.9492759108543396,-1
0.6118552088737488,-1
0.33148548007011414,-1
0.45660749077796936,-1
0.3309967517852783,-1
0.3305414319038391,-1
0.330104261636734,-1
0.32969510555267334,-1
0.3293023109436035,-1
0.32893145084381104,-1
0.3285740315914154,-1
0.32823947072029114,-1
0.32791322469711304,-1
0.3276071846485138,-1
0.32730957865715027,-1
0.3270293176174164,-1
0.32675641775131226,-1
0.32649925351142883,-1
0.3262487053871155,-1
0.3872498869895935,-1
0.5276605486869812,-1
0.7937512397766113,-1
0.4902896285057068,-1
0.9769514203071594,-1
0.1946735382080078,-1
0.46260008215904236,-1
0.4422467350959778,-1
0.13245853781700134,-1
0.42633646726608276,-1
0.11397834867238998,-1
0.6319965720176697,-1
0.6418020129203796,-1
0.4250096082687378,-1
0.4139362573623657,-1
0.4037620723247528,-1
0.3954858183860779,-1
0.6285178065299988,-1
0.3884687125682831,-1
0.38759666681289673,-1
0.07308714836835861,-1
0.6278562545776367,-1
0.6300109028816223,-1
0.3825882077217102,-1
0.37748998403549194,-1
0.37311333417892456,-1
0.36923280358314514,-1
0.053721364587545395,-1
0.6242685317993164,-1
0.6247866749763489,-1
0.3658422827720642,-1
0.3652324974536896,-1
0.3652324974536896,-1
0.6243888139724731,-1
0.6232720017433167,-1
0.05038514360785484,-1
0.04742984473705292,-1
0.3600929081439972,-1
0.3576352894306183,-1
0.3554340898990631,-1
0.35341063141822815,-1
0.35158219933509827,-1
0.6189649701118469,-1
0.6207267642021179,-1
0.351134717464447,-1
0.34988903999328613,-1
0.34946075081825256,-1
0.34946057200431824,-1
0.34946075081825256,-1
0.6185324192047119,-1
0.035094473510980606,-1
0.620084822177887,-1
0.34946057200431824,-1
0.3494606912136078,-1
0.761709988117218,-1
0.750694990158081,-1
0.6188953518867493,-1
0.34834593534469604,-1
0.346908837556839,-1
0.34559133648872375,-1
0.3443555235862732,-1
0.3432157039642334,-1
0.34214138984680176,-1
0.34114694595336914,-1
0.34020480513572693,-1
0.33932822942733765,-1
0.338495671749115,-1
0.33771756291389465,-1
0.33742573857307434,-1
0.6149092316627502,-1
0.33742591738700867,-1
0.023080026730895042,-1
0.3366505205631256,-1
0.33693408966064453,-1
0.33665013313293457,-1
0.3366505801677704,-1
0.6048433184623718,-1
0.614704430103302,-1
0.3366505205631256,-1
0.33665013313293457,-1
0.761709988117218,-1
0.750694990158081,-1
0.761709988117218,-1
0.750694990158081,-1
0.761709988117218,-1
0.750694990158081,-1
0.761709988117218,-1
0.750694990158081,-1
0.761709988117218,-1
0.750694990158081,-1
0.6144945621490479,-1
0.3361832797527313,-1
0.3354663550853729,-1
0.3347948491573334,-1
0.334152489900589,-1
0.333548367023468,-1
0.3329700231552124,-1
0.3324224054813385,-1
0.3318963646888733,-1
0.33140087127685547,-1
0.3309207558631897,-1
0.33046755194664,-1
0.3300287425518036,-1
0.3296126127243042,-1
0.3292093276977539,-1
0.32882699370384216,-1
0.3284561038017273,-1
0.39959970116615295,-1
0.9938230514526367,1
0.5480703711509705,-1
0.6618733406066895,-1
0.9866392016410828,1
0.9778845310211182,1
0.6421757936477661,-1
0.9715471863746643,1
0.6359171271324158,-1
0.6042195558547974,-1
0.5996912121772766,-1
0.9555371403694153,1
0.9647146463394165,1
0.9600101709365845,1
0.9548184871673584,1
0.6015292406082153,-1
0.9513588547706604,1
0.9410915374755859,1
0.6194718480110168,-1
0.5997302532196045,-1
0.5936833620071411,-1
0.9473732709884644,1
0.9448230266571045,1
0.9417034387588501,1
0.9397346377372742,1
0.6109206080436707,-1
0.5904425978660583,-1
0.5966691970825195,-1
0.9371970295906067,1
0.9298388957977295,1
0.9300426840782166,1
0.5983157157897949,-1
0.5867260694503784,-1
0.609108030796051,-1
0.608055591583252,-1
0.933542013168335,1
0.9322974681854248,1
0.9305252432823181,1
0.9295088648796082,1
0.9280071258544922,1
0.5898316502571106,-1
0.5951814651489258,-1
0.9226053357124329,1
0.9271865487098694,1
0.9221422076225281,1
0.9220137596130371,1
0.9221422076225281,1
0.587292492389679,-1
0.6023755669593811,-1
0.5939744710922241,-1
0.9221569895744324,1
0.922141969203949,1
0.6386386752128601,-1
0.45934003591537476,-1
0.592293381690979,-1
0.9258776307106018,1
0.9251953959465027,1
0.9240570068359375,1
0.9234808087348938,1
0.9224657416343689,1
0.9219743013381958,1
0.9210699200630188,1
0.9206475615501404,1
0.9198349714279175,1
0.9194729328155518,1
0.9187312126159668,1
0.915208637714386,1
0.5868510007858276,-1
0.91530442237854,1
0.5966869592666626,-1
0.9149750471115112,1
0.9183021783828735,1
0.914963960647583,1
0.9149650931358337,1
0.5797672867774963,-1
0.5852012634277344,-1
0.9148802161216736,1
0.914963960647583,1
0.6362020969390869,-1
0.45934003591537476,-1
0.6386386752128601,-1
0.45934003591537476,-1
0.6384581923484802,-1
0.4592152237892151,-1
0.6384581923484802,-1
0.4592152237892151,-1
0.6384581923484802,-1
0.4592152237892151,-1
0.583628237247467,-1
0.9174776673316956,1
0.9170616269111633,1
0.9163191914558411,1
0.9159601926803589,1
0.9152860045433044,1
0.9149768352508545,1
0.914357602596283,1
0.9140831232070923,1
0.91350919008255,1
0.9132437109947205,1
0.912704348564148,1
0.9124720692634583,1
0.9119803309440613,1
0.9117825627326965,1
0.9113186001777649,1
0.9111385941505432,1
0.35685330629348755,-1
0.7758310437202454,-1
0.26135721802711487,-1
0.3263239860534668,-1
0.3041626811027527,-1
0.18278594315052032,-1
0.2871469259262085,-1
0.1594160497188568,-1
0.3510095775127411,-1
0.3872799277305603,-1
0.2852383852005005,-1
0.2739350497722626,-1
0.26322734355926514,-1
0.25452059507369995,-1
0.34637388586997986,-1
0.24720461666584015,-1
0.24594980478286743,-1
0.10769148170948029,-1
0.3454338610172272,-1
0.3698905110359192,-1
0.2410634160041809,-1
0.2357730120420456,-1
0.23122182488441467,-1
0.22721406817436218,-1
0.08317577838897705,-1
0.3615244925022125,-1
0.3422113060951233,-1
0.2237033247947693,-1
0.2228262573480606,-1
0.2228262573480606,-1
0.3417290151119232,-1
0.360073983669281,-1
0.07895275950431824,-1
0.07520896196365356,-1
0.2177773267030716,-1
0.2152545154094696,-1
0.21298764646053314,-1
0.21091534197330475,-1
0.20903608202934265,-1
0.3539814352989197,-1
0.3386451303958893,-1
0.20839247107505798,-1
0.2073042392730713,-1
0.20668810606002808,-1
0.2066880166530609,-1
0.20668810606002808,-1
0.3533109724521637,-1
0.0595872737467289,-1
0.3381694257259369,-1
0.2066880166530609,-1
0.2066880762577057,-1
0.5616388320922852,-1
0.3919309377670288,-1
0.337405800819397,-1
0.20572076737880707,-1
0.20425258576869965,-1
0.20290176570415497,-1
0.20164087414741516,-1
0.20047394931316376,-1
0.19937922060489655,-1
0.19836176931858063,-1
0.19740264117717743,-1
0.19650693237781525,-1
0.19565992057323456,-1
0.19486556947231293,-1
0.19444583356380463,-1
0.348214328289032,-1
0.19444595277309418,-1
0.04436798766255379,-1
0.1936797946691513,-1
0.1940876543521881,-1
0.1936795860528946,-1
0.1936798244714737,-1
0.32892045378685,-1
0.3479163646697998,-1
0.1936797946691513,-1
0.1936795860528946,-1
0.5616388320922852,-1
0.3919309377670288,-1
0.5616388320922852,-1
0.3919309377670288,-1
0.5616388320922852,-1
0.3919309377670288,-1
0.5616388320922852,-1
0.3919309377670288,-1
0.5616388320922852,-1
0.3919309377670288,-1
0.34762606024742126,-1
0.1933465451002121,-1
0.1926415115594864,-1
0.19197790324687958,-1
0.1913451850414276,-1
0.19074752926826477,-1
0.1901768296957016,-1
0.1896350383758545,-1
0.18911617994308472,-1
0.18862460553646088,-1
0.1881510317325592,-1
0.18770143389701843,-1
0.18726825714111328,-1
0.18685588240623474,-1
0.18645796179771423,-1
0.18607865273952484,-1
0.18571217358112335,-1
0.5104992985725403,-1
0.6949184536933899,-1
0.9969909191131592,1
0.9933711886405945,1
0.6798804998397827,-1
0.9889264702796936,1
0.6753949522972107,-1
0.5876466035842896,-1
0.5804018974304199,-1
0.976064145565033,1
0.9852327108383179,1
0.9814935922622681,1
0.9784557819366455,1
0.5850898027420044,-1
0.975520670413971,1
0.9672710299491882,1
0.6615599989891052,-1
0.5832405686378479,-1
0.5750983953475952,-1
0.9731287360191345,1
0.9708652496337891,1
0.9689883589744568,1
0.9671677947044373,1
0.6541966795921326,-1
0.5720536708831787,-1
0.5803208351135254,-1
0.9656363725662231,1
0.9597249031066895,1
0.9598886370658875,1
0.5821198225021362,-1
0.5681554079055786,-1
0.6523745656013489,-1
0.6517109274864197,-1
0.9629223942756653,1
0.9617090225219727,1
0.960666835308075,1
0.9596389532089233,1
0.9587535262107849,1
0.5718854665756226,-1
0.5791000723838806,-1
0.9544137716293335,1
0.9578730463981628,1
0.9538223743438721,1
0.953719437122345,1
0.9538223743438721,1
0.5691992044448853,-1
0.6467685103416443,-1
0.5778436660766602,-1
0.9538345336914062,1
0.9538247585296631,1
0.6101815104484558,-1
0.43893709778785706,-1
0.576133131980896,-1
0.9571080207824707,1
0.9563578367233276,1
0.9557024240493774,1
0.9550477862358093,1
0.9544680714607239,1
0.953891396522522,1
0.9533815979957581,1
0.95287024974823,1
0.952418327331543,1
0.9519630074501038,1
0.9515403509140015,1
0.9487133026123047,1
