attribute_sim,numNodes1,numNodes2,human_classification
0.35933247208595276,103,568,2
0.042851805686950684,103,409,2
0.5857185125350952,103,46,2
0.5246200561523438,103,164,2
0.5163449048995972,103,524,2
0.3536260426044464,103,599,2
0.3365672528743744,103,599,2
0.3370397984981537,103,599,2
0.5160264372825623,103,560,2
0.5238441824913025,103,172,2
0.03989526629447937,103,433,2
0.4610459506511688,103,23,2
0.03755513206124306,103,457,2
0.29673147201538086,103,93,2
0.34399721026420593,103,661,2
0.3398987948894501,103,692,2
0.336215615272522,103,723,2
0.33284929394721985,103,754,2
0.32979610562324524,103,785,2
0.5204710364341736,103,230,2
0.513042151927948,103,760,2
0.3172774314880371,103,785,2
0.3269830644130707,103,816,2
0.3153291642665863,103,816,2
0.31499695777893066,103,816,2
0.3153291642665863,103,816,2
0.5201361179351807,103,238,2
0.02778801880776882,103,601,2
0.5125164985656738,103,792,2
0.31532901525497437,103,816,2
0.31532910466194153,103,816,2
0.6458929181098938,103,86,2
0.8455081582069397,103,103,0
0.4599323272705078,103,230,2
0.5115378499031067,103,824,2
0.32441067695617676,103,847,2
0.32202598452568054,103,878,2
0.319831520318985,103,909,2
0.3177836537361145,103,940,2
0.31588807702064514,103,971,2
0.3141101598739624,103,1002,2
0.31245750188827515,103,1033,2
0.31089988350868225,103,1064,2
0.3094450533390045,103,1095,2
0.30806952714920044,103,1126,2
0.3067793548107147,103,1157,2
0.29861506819725037,103,1157,2
0.8454986810684204,103,103,0
0.5172891616821289,103,341,2
0.2988413870334625,103,1157,2
0.018274907022714615,103,889,2
0.29780393838882446,103,1188,2
0.3055172562599182,103,1188,2
0.47198864817619324,103,21,2
0.2978035807609558,103,1188,2
0.29780399799346924,103,1188,2
0.4999552071094513,103,1192,2
0.5171287059783936,103,349,2
0.2975841760635376,103,1188,2
0.8454972505569458,103,103,0
0.2978035807609558,103,1188,2
0.6458929181098938,103,86,2
0.4599323272705078,103,230,2
0.6458929181098938,103,86,2
0.4599323272705078,103,230,2
0.8454986810684204,103,103,0
0.6458929181098938,103,86,2
0.4599323272705078,103,230,2
0.6458929181098938,103,86,2
0.4599323272705078,103,230,2
0.604036271572113,103,86,2
0.4599323272705078,103,230,2
0.5169640183448792,103,357,2
0.3043152093887329,103,1219,2
0.8455081582069397,103,103,0
0.303171843290329,103,1250,2
0.3020954728126526,103,1281,2
0.3010687232017517,103,1312,2
0.3000984787940979,103,1343,2
0.2991721034049988,103,1374,2
0.29829251766204834,103,1405,2
0.29745015501976013,103,1436,2
0.2966519594192505,103,1467,2
0.2958832085132599,103,1498,2
0.29515326023101807,103,1529,2
0.2734721899032593,103,1560,2
0.2937805652618408,103,1591,2
0.2931345999240875,103,1622,2
0.2925187349319458,103,1653,2
0.29192376136779785,103,1684,2
0.6235150694847107,103,48,2
0.5868697762489319,52,37,2
0.5880683660507202,52,134,2
0.5073752999305725,52,165,2
0.8180775046348572,52,62,2
0.4450056552886963,52,196,2
0.9670690894126892,52,49,2
0.4024471044540405,52,227,2
0.8060157895088196,52,65,2
0.2534683048725128,52,145,2
0.3717876076698303,52,258,2
0.3494647741317749,52,289,2
0.1771242767572403,52,193,2
0.3322502672672272,52,320,2
0.15441781282424927,52,217,2
0.43290120363235474,52,260,2
0.4652920961380005,52,90,2
0.3304453492164612,52,320,2
0.3188715875148773,52,351,2
0.30799558758735657,52,382,2
0.2883917987346649,52,413,2
0.4284641146659851,52,360,2
0.2917028069496155,52,444,2
0.290516197681427,52,444,2
0.10416204482316971,52,313,2
0.4275793433189392,52,392,2
0.4490116834640503,52,127,2
0.2854532301425934,52,475,2
0.28006094694137573,52,506,2
0.2754245102405548,52,537,2
0.271334707736969,52,568,2
0.0803431048989296,52,409,2
0.4411608874797821,52,164,2
0.42433032393455505,52,524,2
0.2677544057369232,52,599,2
0.2669249475002289,52,599,2
0.2669249475002289,52,599,2
0.42386001348495483,52,560,2
0.4397994577884674,52,172,2
0.07624009251594543,52,433,2
0.0726027712225914,52,457,2
0.2617040276527405,52,661,2
0.25912564992904663,52,692,2
0.2568106949329376,52,723,2
0.25469154119491577,52,754,2
0.25277137756347656,52,785,2
0.4340459704399109,52,230,2
0.4205508530139923,52,760,2
0.25216272473335266,52,785,2
0.2509995698928833,52,816,2
0.25041690468788147,52,816,2
0.2504168152809143,52,816,2
0.25041690468788147,52,816,2
0.4334239959716797,52,238,2
0.057425256818532944,52,601,2
0.4200190603733063,52,792,2
0.2504168152809143,52,816,2
0.2504168748855591,52,816,2
0.6379794478416443,52,86,2
0.44230595231056213,52,230,2
0.41912463307380676,52,824,2
0.24938085675239563,52,847,2
0.24787834286689758,52,878,2
0.24649718403816223,52,909,2
0.24520635604858398,52,940,2
0.2440127581357956,52,971,2
0.24289168417453766,52,1002,2
0.2418508380651474,52,1033,2
0.24086840450763702,52,1064,2
0.23995177447795868,52,1095,2
0.23908405005931854,52,1126,2
0.23827095329761505,52,1157,2
0.23787401616573334,52,1157,2
0.42860540747642517,52,341,2
0.23787415027618408,52,1157,2
0.042460035532712936,52,889,2
0.2370833158493042,52,1188,2
0.23746901750564575,52,1188,2
0.23708303272724152,52,1188,2
0.2370833456516266,52,1188,2
0.40897995233535767,52,1192,2
0.4283265769481659,52,349,2
0.2370833158493042,52,1188,2
0.23708303272724152,52,1188,2
0.6379794478416443,52,86,2
0.44230595231056213,52,230,2
0.6379794478416443,52,86,2
0.44230595231056213,52,230,2
0.6379794478416443,52,86,2
0.44230595231056213,52,230,2
0.6379794478416443,52,86,2
0.44230595231056213,52,230,2
0.6379794478416443,52,86,2
0.44230595231056213,52,230,2
0.4280523657798767,52,357,2
0.23670385777950287,52,1219,2
0.2359752506017685,52,1250,2
0.23529033362865448,52,1281,2
0.23463670909404755,52,1312,2
0.23402003943920135,52,1343,2
0.23343077301979065,52,1374,2
0.23287172615528107,52,1405,2
0.23233594000339508,52,1436,2
0.23182907700538635,52,1467,2
0.23134005069732666,52,1498,2
0.23087665438652039,52,1529,2
0.2304297238588333,52,1560,2
0.23000487685203552,52,1591,2
0.229594424366951,52,1622,2
0.2292037457227707,52,1653,2
0.2288258671760559,52,1684,2
0.6760725378990173,37,134,2
0.6828453540802002,37,165,2
0.6891542077064514,37,62,2
0.6610469222068787,37,196,2
0.531806468963623,37,49,2
0.6440096497535706,37,227,2
0.7078732848167419,37,65,2
0.2714247703552246,37,145,2
0.6269077062606812,37,258,2
0.6156299114227295,37,289,2
0.23508931696414948,37,193,2
0.6045925617218018,37,320,2
0.225973442196846,37,217,2
0.8417657017707825,37,260,2
0.8795264363288879,37,90,1
0.6031973958015442,37,320,2
0.5972967147827148,37,351,2
0.5897767543792725,37,382,2
0.5847891569137573,37,413,2
0.8362148404121399,37,360,2
0.5793802738189697,37,444,2
0.578463613986969,37,444,2
0.20053038001060486,37,313,2
0.8338967561721802,37,392,2
0.865608274936676,37,127,1
0.5758215188980103,37,475,2
0.5717769265174866,37,506,2
0.5691465139389038,37,537,2
0.5659820437431335,37,568,2
0.18828436732292175,37,409,2
0.8563430309295654,37,164,1
0.8295865058898926,37,524,2
0.5639597773551941,37,599,2
0.5633186101913452,37,599,2
0.5633186101913452,37,599,2
0.8300483822822571,37,560,2
0.8525019288063049,37,172,1
0.18529662489891052,37,433,2
0.1842832863330841,37,457,2
0.5598225593566895,37,661,2
0.5577268004417419,37,692,2
0.5564461350440979,37,723,2
0.5546854138374329,37,754,2
0.5536372065544128,37,785,2
0.8511626720428467,37,230,1
0.8248728513717651,37,760,2
0.5531666874885559,37,785,2
0.5521355867385864,37,816,2
0.5516853332519531,37,816,2
0.551685094833374,37,816,2
0.5516853332519531,37,816,2
0.8487474322319031,37,238,1
0.17642149329185486,37,601,2
0.8233765363693237,37,792,2
0.551685094833374,37,816,2
0.5516852736473083,37,816,2
0.7980363368988037,37,86,2
0.5884976387023926,37,230,2
0.8212080001831055,37,824,2
0.5512643456459045,37,847,2
0.5499678254127502,37,878,2
0.5492389798164368,37,909,2
0.5481050610542297,37,940,2
0.5474857687950134,37,971,2
0.5464836359024048,37,1002,2
0.5459550619125366,37,1033,2
0.5450623631477356,37,1064,2
0.5446038842201233,37,1095,2
0.5438013672828674,37,1126,2
0.5434024930000305,37,1157,2
0.5430957078933716,37,1157,2
0.8455553650856018,37,341,1
0.5430960059165955,37,1157,2
0.16872332990169525,37,889,2
0.5423113107681274,37,1188,2
0.542609453201294,37,1188,2
0.5423107147216797,37,1188,2
0.542311429977417,37,1188,2
0.8031049966812134,37,1192,2
0.8441850543022156,37,349,1
0.5423113107681274,37,1188,2
0.5423107147216797,37,1188,2
0.7980363368988037,37,86,2
0.5884976387023926,37,230,2
0.7980363368988037,37,86,2
0.5884976387023926,37,230,2
0.7980363368988037,37,86,2
0.5884976387023926,37,230,2
0.7980363368988037,37,86,2
0.5884976387023926,37,230,2
0.7980363368988037,37,86,2
0.5884976387023926,37,230,2
0.8428642749786377,37,357,1
0.5421711802482605,37,1219,2
0.5414268374443054,37,1250,2
0.5410452485084534,37,1281,2
0.540371835231781,37,1312,2
0.5400376319885254,37,1343,2
0.5394256114959717,37,1374,2
0.5391294956207275,37,1405,2
0.5385661125183105,37,1436,2
0.5383079051971436,37,1467,2
0.537787675857544,37,1498,2
0.5375571250915527,37,1529,2
0.5370771884918213,37,1560,2
0.5368719100952148,37,1591,2
0.536426842212677,37,1622,2
0.5362441539764404,37,1653,2
0.5358309149742126,37,1684,2
0.9595011472702026,134,165,1
0.6397139430046082,134,62,2
0.9168016910552979,134,196,1
0.54798823595047,134,49,2
0.8766505122184753,134,227,1
0.6589819192886353,134,65,2
0.4664611518383026,134,145,2
0.8493431210517883,134,258,1
0.8249168395996094,134,289,1
0.4305391311645508,134,193,2
0.8085846304893494,134,320,1
0.419154554605484,134,217,2
0.6212903261184692,134,260,2
0.6255620718002319,134,90,2
0.7803347110748291,134,320,1
0.7928476929664612,134,351,1
0.7823230028152466,134,382,1
0.7713981866836548,134,413,1
0.6185144186019897,134,360,2
0.7641858458518982,134,444,1
0.7461122870445251,134,444,1
0.39364656805992126,134,313,2
0.6172274947166443,134,392,2
0.6172765493392944,134,127,2
0.7561771869659424,134,475,1
0.7510199546813965,134,506,1
0.7449043989181519,134,537,1
0.7410455942153931,134,568,1
0.38112542033195496,134,409,2
0.6132150292396545,134,164,2
0.6142258048057556,134,524,2
0.7361917495727539,134,599,1
0.7232103943824768,134,599,1
0.7235699892044067,134,599,1
0.6150428056716919,134,560,2
0.6106445789337158,134,172,2
0.37897759675979614,134,433,2
0.37700772285461426,134,457,2
0.7292629480361938,134,661,1
0.7269180417060852,134,692,1
0.7236248254776001,134,723,1
0.7217381000518799,134,754,1
0.7189460396766663,134,785,1
0.610751748085022,134,230,2
0.6117057204246521,134,760,2
0.7094203233718872,134,785,1
0.7174056768417358,134,816,1
0.7085332274436951,134,816,1
0.7082852125167847,134,816,1
0.7085332274436951,134,816,1
0.6090917587280273,134,238,2
0.368900328874588,134,601,2
0.6107407212257385,134,792,2
0.7085378766059875,134,816,1
0.7085274457931519,134,816,1
0.7048006057739258,134,86,2
0.5035465359687805,134,230,2
0.6092693209648132,134,824,2
0.7143748998641968,134,847,1
0.7137295007705688,134,878,1
0.7116396427154541,134,909,1
0.7105754613876343,134,940,1
0.708733320236206,134,971,1
0.7078337669372559,134,1002,1
0.7061983346939087,134,1033,1
0.705432653427124,134,1064,1
0.7039650678634644,134,1095,1
0.7033089399337769,134,1126,1
0.7019844651222229,134,1157,1
0.6957724094390869,134,1157,1
0.6073279976844788,134,341,2
0.6959449052810669,134,1157,1
0.3609113395214081,134,889,2
0.6954620480537415,134,1188,1
0.701330840587616,134,1188,1
0.6954580545425415,134,1188,1
0.6954551339149475,134,1188,1
0.5961787700653076,134,1192,2
0.6062970757484436,134,349,2
0.6956533193588257,134,1188,1
0.6954580545425415,134,1188,1
0.7001782655715942,134,86,2
0.5033260583877563,134,230,2
0.7044817805290222,134,86,2
0.5033260583877563,134,230,2
0.7044817805290222,134,86,2
0.5033260583877563,134,230,2
0.7044817805290222,134,86,2
0.5033260583877563,134,230,2
0.7044817805290222,134,86,2
0.5033260583877563,134,230,2
0.6053076982498169,134,357,2
0.7000119090080261,134,1219,1
0.6994128227233887,134,1250,1
0.6982167363166809,134,1281,1
0.6976990699768066,134,1312,1
0.6966080069541931,134,1343,1
0.6961600184440613,134,1374,1
0.6951567530632019,134,1405,1
0.694762110710144,134,1436,1
0.6938422918319702,134,1467,1
0.6934943795204163,134,1498,1
0.6926413178443909,134,1529,1
0.6923366785049438,134,1560,1
0.6915442943572998,134,1591,1
0.6912761330604553,134,1622,1
0.6905382871627808,134,1653,1
0.6903038024902344,134,1684,1
0.5803523659706116,165,62,2
0.9863500595092773,165,196,1
0.46296218037605286,165,49,2
0.968797504901886,165,227,1
0.6007786989212036,165,65,2
0.6053407788276672,165,145,2
0.9516072273254395,165,258,1
0.9379988312721252,165,289,1
0.5785284042358398,165,193,2
0.9262050986289978,165,320,1
0.5705567598342896,165,217,2
0.6222773194313049,165,260,2
0.622268795967102,165,90,2
0.9053308367729187,165,320,1
0.9168608784675598,165,351,1
0.9086858034133911,165,382,1
0.9020479917526245,165,413,1
0.6192519068717957,165,360,2
0.8961573839187622,165,444,1
0.8827869296073914,165,444,1
0.549773097038269,165,313,2
0.6175615787506104,165,392,2
0.6153997778892517,165,127,2
0.8912792205810547,165,475,1
0.8869079351425171,165,506,1
0.8832102417945862,165,537,1
0.879814088344574,165,568,1
0.5392820239067078,165,409,2
0.611682653427124,165,164,2
0.6143468618392944,165,524,2
0.8768949508666992,165,599,1
0.8673016428947449,165,599,1
0.8675674796104431,165,599,1
0.6156913638114929,165,560,2
0.6082976460456848,165,172,2
0.5370258092880249,165,433,2
0.5357967615127563,165,457,2
0.8718284368515015,165,661,1
0.8696196675300598,165,692,1
0.8676804304122925,165,723,1
0.8658437132835388,165,754,1
0.8642197847366333,165,785,1
0.6103712320327759,165,230,2
0.612385094165802,165,760,2
0.8571799397468567,165,785,1
0.8626707792282104,165,816,1
0.8561062216758728,165,816,1
0.855930745601654,165,816,1
0.8561062216758728,165,816,1
0.608095109462738,165,238,2
0.5288983583450317,165,601,2
0.611234188079834,165,792,2
0.8561174273490906,165,816,1
0.8561016917228699,165,816,1
0.6751754879951477,165,86,2
0.485513836145401,165,230,2
0.6095877289772034,165,824,2
0.8612887859344482,165,847,1
0.8599678874015808,165,878,1
0.8587841987609863,165,909,1
0.8576416969299316,165,940,1
0.8566116690635681,165,971,1
0.8556128740310669,165,1002,1
0.8547117114067078,165,1033,1
0.85384202003479,165,1064,1
0.8530548214912415,165,1095,1
0.8522863984107971,165,1126,1
0.8515883684158325,165,1157,1
0.8469929099082947,165,1157,1
0.6072131395339966,165,341,2
0.8471207022666931,165,1157,1
0.522045373916626,165,889,2
0.8464555740356445,165,1188,1
0.8507961630821228,165,1188,1
0.8464470505714417,165,1188,1
0.8464451432228088,165,1188,1
0.5966323018074036,165,1192,2
0.6057326197624207,165,349,2
0.8463318943977356,165,1188,1
0.8464470505714417,165,1188,1
0.6751754879951477,165,86,2
0.4855137765407562,165,230,2
0.6749401092529297,165,86,2
0.48535099625587463,165,230,2
0.6749401092529297,165,86,2
0.48535099625587463,165,230,2
0.6749401092529297,165,86,2
0.48535099625587463,165,230,2
0.6749401092529297,165,86,2
0.48535099625587463,165,230,2
0.6043190956115723,165,357,2
0.8500233292579651,165,1219,1
0.8492738008499146,165,1250,1
0.8485897183418274,165,1281,1
0.847920835018158,165,1312,1
0.8473079204559326,165,1343,1
0.8467092514038086,165,1374,1
0.8461539149284363,165,1405,1
0.845608651638031,165,1436,1
0.8451101779937744,165,1467,1
0.8446081280708313,165,1498,1
0.844151496887207,165,1529,1
0.8436985611915588,165,1560,1
0.8432828187942505,165,1591,1
0.8428671956062317,165,1622,1
0.84248286485672,165,1653,1
0.8421009182929993,165,1684,1
0.4298616945743561,226,52,2
0.5678515434265137,226,37,2
0.49614015221595764,226,134,2
0.47565892338752747,226,165,2
0.7290987968444824,226,62,2
0.44842275977134705,226,196,2
0.381644070148468,226,49,2
0.4274674355983734,226,227,2
0.7476896047592163,226,65,2
0.08337946981191635,226,145,2
0.41108816862106323,226,258,2
0.3988403379917145,226,289,2
0.056732531636953354,226,193,2
0.3890359699726105,226,320,2
0.04881738871335983,226,217,2
0.6388606429100037,226,260,2
0.6189149618148804,226,90,2
0.0465482734143734,226,6,2
0.3886765241622925,226,320,2
0.38135722279548645,226,351,2
0.374957799911499,226,382,2
0.3697494864463806,226,413,2
0.637620210647583,226,360,2
0.3652840256690979,226,444,2
0.029002869501709938,226,3,2
0.36504822969436646,226,444,2
0.0313035249710083,226,313,2
0.6374641060829163,226,392,2
0.37444132566452026,226,51,2
0.6161115169525146,226,127,2
0.3615466356277466,226,475,2
0.3582810163497925,226,506,2
0.3554847240447998,226,537,2
0.35298484563827515,226,568,2
0.023009078577160835,226,409,2
0.3252294957637787,226,46,2
0.6146498918533325,226,164,2
0.6357384324073792,226,524,2
0.35080739855766296,226,599,2
0.35064220428466797,226,599,2
0.35064220428466797,226,599,2
0.6355738043785095,226,560,2
0.6143952012062073,226,172,2
0.021580161526799202,226,433,2
0.33207201957702637,226,23,2
0.020314395427703857,226,457,2
0.33130839467048645,226,93,2
0.34709471464157104,226,661,2
0.34550002217292786,226,692,2
0.34407711029052734,226,723,2
0.3427605628967285,226,754,2
0.3415755331516266,226,785,2
0.6131352186203003,226,230,2
0.6327857375144958,226,760,2
0.3414543569087982,226,785,2
0.3404711186885834,226,816,2
0.3403552174568176,226,816,2
0.3403550684452057,226,816,2
0.3403552174568176,226,816,2
0.6130569577217102,226,238,2
0.015031104907393456,226,601,2
0.6322211027145386,226,792,2
0.3403550684452057,226,816,2
0.34035515785217285,226,816,2
0.6558642983436584,226,86,2
0.45660749077796936,226,103,2
0.9492759108543396,226,230,2
0.6310904622077942,226,824,2
0.339468389749527,226,847,2
0.33852967619895935,226,878,2
0.3376726806163788,226,909,2
0.3368642330169678,226,940,2
0.3361215591430664,226,971,2
0.3354177176952362,226,1002,2
0.3347693085670471,226,1033,2
0.33415138721466064,226,1064,2
0.3335789144039154,226,1095,2
0.333032488822937,226,1126,2
0.33252376317977905,226,1157,2
0.3324447274208069,226,1157,2
0.45660749077796936,226,103,2
0.611970841884613,226,341,2
0.3324449062347412,226,1157,2
0.009885269217193127,226,889,2
0.3319184482097626,226,1188,2
0.33199524879455566,226,1188,2
0.5000448822975159,226,21,2
0.33191806077957153,226,1188,2
0.33191850781440735,226,1188,2
0.6173436045646667,226,1192,2
0.6119192838668823,226,349,2
0.3319184482097626,226,1188,2
0.45660749077796936,226,103,2
0.33191806077957153,226,1188,2
0.6558642983436584,226,86,2
0.9492759108543396,226,230,2
0.6558642983436584,226,86,2
0.9492759108543396,226,230,2
0.45660749077796936,226,103,2
0.6558642983436584,226,86,2
0.9371267557144165,226,230,2
0.6558642983436584,226,86,2
0.9492759108543396,226,230,2
0.6558642983436584,226,86,2
0.9492759108543396,226,230,2
0.6118552088737488,226,357,2
0.33148548007011414,226,1219,2
0.45660749077796936,226,103,2
0.3309967517852783,226,1250,2
0.3305414319038391,226,1281,2
0.330104261636734,226,1312,2
0.32969510555267334,226,1343,2
0.3293023109436035,226,1374,2
0.32893145084381104,226,1405,2
0.3285740315914154,226,1436,2
0.32823947072029114,226,1467,2
0.32791322469711304,226,1498,2
0.3276071846485138,226,1529,2
0.32730957865715027,226,1560,2
0.3270293176174164,226,1591,2
0.32675641775131226,226,1622,2
0.32649925351142883,226,1653,2
0.3262487053871155,226,1684,2
0.3872498869895935,226,48,2
0.5276605486869812,62,196,2
0.7937512397766113,62,49,2
0.4902896285057068,62,227,2
0.9769514203071594,62,65,2
0.1946735382080078,62,145,2
0.46260008215904236,62,258,2
0.4422467350959778,62,289,2
0.13245853781700134,62,193,2
0.42633646726608276,62,320,2
0.11397834867238998,62,217,2
0.6319965720176697,62,260,2
0.6418020129203796,62,90,2
0.4250096082687378,62,320,2
0.4139362573623657,62,351,2
0.4037620723247528,62,382,2
0.3954858183860779,62,413,2
0.6285178065299988,62,360,2
0.3884687125682831,62,444,2
0.38759666681289673,62,444,2
0.07308714836835861,62,313,2
0.6278562545776367,62,392,2
0.6302365064620972,62,127,2
0.3825882077217102,62,475,2
0.37748998403549194,62,506,2
0.37311333417892456,62,537,2
0.36923280358314514,62,568,2
0.053721364587545395,62,409,2
0.6242685317993164,62,164,2
0.6247866749763489,62,524,2
0.3658422827720642,62,599,2
0.3652324974536896,62,599,2
0.3652324974536896,62,599,2
0.6243888139724731,62,560,2
0.6232720017433167,62,172,2
0.05038514360785484,62,433,2
0.04742984473705292,62,457,2
0.3600929081439972,62,661,2
0.3576352894306183,62,692,2
0.3554340898990631,62,723,2
0.35341063141822815,62,754,2
0.35158219933509827,62,785,2
0.6189649701118469,62,230,2
0.6207267642021179,62,760,2
0.351134717464447,62,785,2
0.34988903999328613,62,816,2
0.34946075081825256,62,816,2
0.34946057200431824,62,816,2
0.34946075081825256,62,816,2
0.6185324192047119,62,238,2
0.035094473510980606,62,601,2
0.620084822177887,62,792,2
0.34946057200431824,62,816,2
0.3494606912136078,62,816,2
0.761709988117218,62,86,2
0.750694990158081,62,230,2
0.6188953518867493,62,824,2
0.34834593534469604,62,847,2
0.346908837556839,62,878,2
0.34559133648872375,62,909,2
0.3443555235862732,62,940,2
0.3432157039642334,62,971,2
0.34214138984680176,62,1002,2
0.34114694595336914,62,1033,2
0.34020480513572693,62,1064,2
0.33932822942733765,62,1095,2
0.338495671749115,62,1126,2
0.33771756291389465,62,1157,2
0.33742573857307434,62,1157,2
0.6149092316627502,62,341,2
0.33742591738700867,62,1157,2
0.023080026730895042,62,889,2
0.3366505205631256,62,1188,2
0.33693408966064453,62,1188,2
0.33665013313293457,62,1188,2
0.3366505801677704,62,1188,2
0.6048433184623718,62,1192,2
0.614704430103302,62,349,2
0.3366505205631256,62,1188,2
0.33665013313293457,62,1188,2
0.761709988117218,62,86,2
0.750694990158081,62,230,2
0.761709988117218,62,86,2
0.750694990158081,62,230,2
0.761709988117218,62,86,2
0.750694990158081,62,230,2
0.761709988117218,62,86,2
0.750694990158081,62,230,2
0.761709988117218,62,86,2
0.750694990158081,62,230,2
0.6144945621490479,62,357,2
0.3361832797527313,62,1219,2
0.3354663550853729,62,1250,2
0.3347948491573334,62,1281,2
0.334152489900589,62,1312,2
0.333548367023468,62,1343,2
0.3329700231552124,62,1374,2
0.3324224054813385,62,1405,2
0.3318963646888733,62,1436,2
0.33140087127685547,62,1467,2
0.3309207558631897,62,1498,2
0.33046755194664,62,1529,2
0.3300287425518036,62,1560,2
0.32910794019699097,62,1591,2
0.3292093276977539,62,1622,2
0.32882699370384216,62,1653,2
