VISUAL_Hyst,human_classification
516064.03821964934,-1
483571.5487777627,-1
516064.03821964934,-1
483571.5487777627,-1
516064.03821964934,-1
3721551.628913181,-1
1060749.318357127,-1
949.3766297506169,1
1068031.3212941552,-1
1119578.0684114574,-1
1126893.3237241274,-1
1178416.0624404764,-1
1185719.0358956254,-1
1237271.7828266595,-1
1244590.6039572526,-1
1296111.2358925717,-1
1303437.3462458751,-1
1354979.7141760548,-1
1362272.9012520197,-1
1413830.1810149362,-1
1421156.0975493186,-1
1472700.732393757,-1
1480002.0757753053,-1
517001.09092583816,-1
4065908.0071713203,-1
32943.37129400693,-1
81958.52908387614,-1
10174.441638889495,-1
87479.79200755233,-1
4800.048646260808,-1
137517.40101282345,-1
10032.646212486598,-1
88606.8348237617,-1
143530.56838854944,-1
193849.3434148601,-1
120511.1281780529,-1
213769.4377589514,-1
136593.1708602712,-1
4063013.1939178803,-1
3340464.7350857444,-1
211786.28552099314,-1
264750.54413931567,-1
271753.03152953536,-1
322968.69940672186,-1
4209517.35792893,-1
330060.32824991515,-1
328514.79107553535,-1
201246.6190204732,-1
4206679.660003587,-1
3293625.4274863745,-1
381370.88624529383,-1
388554.0408545559,-1
439912.1939006987,-1
447131.59881861444,-1
266206.46557239344,-1
3344287.085201307,-1
4402122.867792915,-1
498406.4394234002,-1
496741.7349364341,-1
496745.3547923927,-1
4676469.072322668,-1
3342469.780208156,-1
282469.5123847055,-1
298743.5361490898,-1
556875.5024717951,-1
564049.263725596,-1
615451.3377310969,-1
622643.4221799462,-1
674081.5279076993,-1
3456587.4574939734,-1
5187125.679886568,-1
672559.7808750651,-1
681328.9393721825,-1
680048.8051547741,-1
679819.3588377974,-1
680092.9189592487,-1
3455662.4474806758,-1
396478.57856317377,-1
5186608.904067771,-1
679822.9839262945,-1
680088.4456370128,-1
8869.764074207005,-1
39833.55817654668,-1
5186177.937844802,-1
732770.0619817807,-1
740033.2261743416,-1
791503.7496798969,-1
798795.1129986969,-1
850337.1004325653,-1
857643.5545472106,-1
909171.4371022012,-1
916433.6010281082,-1
967933.2577244542,-1
975224.9988589907,-1
1026714.7020934079,-1
1025259.2244274439,-1
3688513.14435415,-1
1025231.1340179514,-1
607408.5556492076,-1
1032566.2950659206,-1
1032483.4427300207,-1
1032761.5948248627,-1
1032800.9815829002,-1
6250231.142146135,-1
3684449.8862077026,-1
1032532.9640511046,-1
1032805.6253154624,-1
1279362.7700578237,-1
40062.97740404511,-1
8869.764074207005,-1
39793.375013179946,-1
8869.764074207005,-1
39793.375013179946,-1
8869.764074207005,-1
39793.375013179946,-1
8869.764074207005,-1
39793.375013179946,-1
3681552.754651918,-1
1085488.7544567042,-1
1092771.677382597,-1
1144309.0716342316,-1
1151610.136917603,-1
1203138.9809987387,-1
1210443.4662900697,-1
1261991.5555591027,-1
1269308.5202146638,-1
1320822.6803196527,-1
1328141.9219858637,-1
1379670.3477453876,-1
1386967.323819726,-1
1438520.579186458,-1
1445832.9961330025,-1
1497371.8816736923,-1
1504670.1181580278,-1
531653556.02278674,-1
280583.7539862208,-1
835374949.0398687,-1
284845.99436801614,-1
835400663.7963327,-1
265098.6256775487,-1
835375385.7184439,-1
391596.6503087711,-1
270602.34171230905,-1
297686.4507670527,-1
342512.4104168309,-1
314239.14858635905,-1
318209.96009870566,-1
679308.2157401149,-1
89342.87700628708,1
313777.2722334177,-1
354037.13336900127,-1
361080.3200602778,-1
405592.44753810676,-1
955504.067599423,-1
412722.4420767097,-1
412510.79463706166,-1
341939.79304223595,-1
955477.7674216356,-1
124250.4076597981,1
459570.48878299334,-1
466784.1003402392,-1
514968.0727606011,-1
522219.2609428576,-1
386385.0530296363,-1
206316.60642329772,1
1227185.2862768187,-1
571259.3751908535,-1
570825.5445033363,-1
570828.4981452575,-1
1503138.9520073524,-1
206291.02112770302,1
402560.50320200395,-1
412079.071577548,-1
628137.5221061761,-1
635423.652277621,-1
685432.2534253777,-1
692714.8171360851,-1
743008.8282686876,-1
353618.52299933636,1
2052949.1314752926,-1
742573.5691837929,-1
750331.0254623308,-1
750107.7489256662,-1
749895.6273685853,-1
750159.742086863,-1
353606.012005604,1
496131.25628913724,-1
2052942.7229002563,-1
749898.60165812,-1
750173.7495617716,-1
835369242.2377151,-1
1169515085.8471615,-1
2052936.6588663824,-1
800822.084705369,-1
808151.7550351692,-1
858818.8035122063,-1
866132.4519116434,-1
916953.9907725946,-1
924283.0630450319,-1
975190.1906679721,-1
982506.284872066,-1
1033504.103904228,-1
1040852.8220925482,-1
1091901.7369503158,-1
1091465.494867232,-1
603132.2174495934,1
1091427.4964165192,-1
691703.9948529564,-1
1098820.7902956416,-1
1098765.8191945788,-1
1099027.96002084,-1
1099093.9602452093,-1
3154738.1689632647,-1
603296.9507045741,1
1098817.8121409675,-1
1099079.9571704434,-1
835369411.4267268,-1
1169515322.0864482,-1
835369242.2377151,-1
1169515085.849622,-1
835369242.2377151,-1
1169515085.849622,-1
835369242.2377151,-1
1169515085.849622,-1
835369242.2377151,-1
1169515085.849622,-1
603466.3779063758,1
1150369.7748635018,-1
1157701.9137021382,-1
1208890.177694254,-1
1216235.5500869548,-1
1267432.1682675693,-1
1274758.813256339,-1
1326012.5248249697,-1
1333372.2218504853,-1
1384637.5517724743,-1
1391999.4576469976,-1
1443300.9324091554,-1
1450640.23886576,-1
1501988.9237536148,-1
1509340.362367946,-1
1560692.9803386491,-1
1568027.6754994902,-1
48539.33450402062,1
506503.1936674808,-1
52061.98828456902,1
529979.0558455974,-1
101915.4955973764,1
507065.9590200327,-1
406862.01512433845,-1
107071.3958448212,1
157280.22736126522,1
429348.96973665967,-1
178005.18193797438,1
441618.3107036365,-1
4139535.1867459835,-1
3420175.8460146124,-1
178307.69950289628,1
229189.08140975612,1
235907.60559113248,1
287220.17528960505,1
4287516.176946222,-1
294095.3428319432,1
294426.78418850293,1
498664.5824928992,-1
4284665.081933884,-1
3372914.4146138458,-1
345489.89442026487,1
352493.83693552716,1
403913.80052858096,1
410991.99557693873,1
559323.5451032929,-1
3423551.9937543613,-1
4480276.645301302,-1
462347.51544132974,1
462856.46622688376,1
462963.35584535345,1
4754640.84377352,-1
3421743.1339964527,-1
574921.4901494535,-1
590336.1945996379,-1
520798.94631219807,1
527923.0196853621,1
579364.4722651001,1
586502.81932036,1
637984.4882701741,1
3535697.355887781,-1
5265339.576829357,-1
638590.8345424946,1
645168.4306697479,1
645718.4117855304,1
645783.1562656472,1
645750.8517396046,1
3534776.563279165,-1
684866.7906624126,-1
5264819.648964535,-1
645889.9391650714,1
646033.400039652,1
481500.7022770292,-1
514541.92897788086,-1
5264386.035225382,-1
696645.9504185668,1
703854.3076727557,1
755342.6283511792,1
762576.86703797,1
814116.1043103206,1
821386.7526383527,1
872908.2254064943,1
880138.4635951445,1
931665.1720134802,1
938916.2640801235,1
990429.7335551856,1
991081.8361591726,1
3764858.841713545,-1
990885.6468342047,1
895229.2836137752,-1
998455.4469911867,1
998450.2013432796,1
998273.6570244627,1
998588.4976116056,1
6328394.176423743,-1
3761073.268516259,-1
998329.0236165584,1
998305.9760590779,1
12619196.72308247,-1
514792.8820417891,-1
481500.7022770292,-1
514515.5787310459,-1
481500.7022770292,-1
514515.5787310459,-1
481500.7022770292,-1
514515.5787310459,-1
481500.7022770292,-1
514515.5787310459,-1
3758164.1230567023,-1
1049188.5101687657,1
1056445.2185423838,1
1107984.6456217568,1
1115273.0064483476,1
1166792.3001364141,1
1174070.3401236702,1
1225630.8610364604,1
1232914.791998211,1
1284446.9747719108,1
1291738.2452009812,1
1343271.4931474635,1
1350549.4165573358,1
1402101.0478317246,1
1409409.8167475006,1
1460954.1927106383,1
1468238.3562677752,1
268832339.5943992,-1
2081.4349942856816,1
268840786.95187235,-1
27683.322204019085,1
268833140.5000021,-1
395183.15529019193,-1
32271.6890282402,1
74278.46172341665,1
388735.1340639119,-1
95678.49461153407,1
386792.38073846797,-1
4051946.236943116,-1
3364256.8676337674,-1
95569.1441598366,1
142657.46278803088,1
149182.13206908305,1
197956.11793410432,1
4199236.794989692,-1
204701.36993442406,1
205044.63097443152,1
428955.01267506636,-1
4196358.358325144,-1
3301258.2228968265,-1
254402.1951854044,1
261301.84995614682,1
311504.0333909918,1
318508.4580180243,1
482147.6748811268,-1
3352036.337400315,-1
4390080.722537047,-1
368947.7311421497,1
369073.3142539013,1
369619.8342472309,1
4664416.340479849,-1
3350221.2216384714,-1
497639.7785426289,-1
510667.20410628273,-1
426626.6154838941,1
433703.8480726807,1
484572.78712337953,1
491674.63616900065,1
542692.6298595016,1
3458969.1970597887,-1
5174139.813607745,-1
542919.7127061387,1
549835.9033660789,1
550375.1894329888,1
550071.7954642801,1
550221.461021587,1
3458045.339631289,-1
600204.1873887356,-1
5173613.261444613,-1
550618.0658036502,1
550232.7028733596,1
268776145.8447309,-1
376166504.3766531,-1
5173173.6435006065,-1
600921.3820122652,1
608101.9771787598,1
659258.0574854148,1
666468.2580253878,1
717722.2168802831,1
724972.0561533035,1
776245.9782931141,1
783459.9345001099,1
834775.9773234826,1
842002.5137498396,1
893324.383441267,1
893600.1594371796,1
3683897.868531043,-1
893739.5600707682,1
805228.7673412188,-1
901398.7527037364,1
901328.4301500532,1
901138.0431397149,1
900995.8891355972,1
6236205.924180401,-1
3680136.8211257206,-1
900832.956035699,1
900984.4719563739,1
294107976.92679423,-1
376166734.0472409,-1
268776145.8447309,-1
376166478.1976177,-1
268776145.8447309,-1
376166478.1976177,-1
268776145.8447309,-1
376166478.1976177,-1
268776145.8447309,-1
376166478.1976177,-1
3677256.535777399,-1
951898.1521870295,1
959141.8053223628,1
1010528.4891195394,1
1017805.0382185313,1
1069186.7489789312,1
1076456.1430329443,1
1127898.327025764,1
1135164.1181908438,1
1186582.9133570846,1
1193865.2184290646,1
1245294.8589237235,1
1252564.5400732004,1
1304021.0834305976,1
1311322.2733875064,1
1362779.0973647074,1
1370058.274104158,1
11772106.026089482,-1
5146335.0670791045,-1
6014396.874032338,-1
3169518.4376605116,-1
11481813.919351641,-1
2680873.5928331614,-1
11778541.319155253,-1
2149890.766873279,-1
11486498.58179342,-1
3648175.5459359917,-1
1924198.5187436086,-1
1693508.450839892,-1
2770270.906833022,-1
272885.05334361625,-1
2354287.2429097975,-1
4135229.808496503,-1
3694767.320481826,-1
489208.8942135822,-1
270544.6640560995,-1
316320.4663659631,-1
315986.9757105964,-1
361434.2089864753,-1
4279120.436973546,-1
362879.2130009336,-1
0.0,-1
361227.6031256195,-1
1757467.567523365,-1
4276203.585108085,-1
11566402.837155417,-1
3525434.835958835,-1
409659.09891273815,-1
412200.07929503464,-1
459876.00164335343,-1
463258.15335780947,-1
1463997.4952387605,-1
11719789.593502803,-1
3556804.272403932,-1
4472283.494449773,-1
511546.3341405922,-1
510067.5047250792,-1
510074.5146814478,-1
4743965.13126005,-1
3555028.492444152,-1
1447934.6006608822,-1
3002224.266426943,-1
1372350.5897178592,-1
655409555.865956,-1
564770.4282092288,-1
569590.9761977246,-1
619064.9787294052,-1
624335.7852800443,-1
674204.9123471833,-1
3624530.640630598,-1
5254567.729983189,-1
672993.5544660854,-1
679736.3502199135,-1
678680.9668276476,-1
678546.9010690938,-1
678732.043722904,-1
3623627.0000798935,-1
1213915.5109456687,-1
5254035.966543659,-1
678553.4244877454,-1
678736.5671223848,-1
11524286.28069866,-1
8626925.822445411,-1
3253.011878450961,-1
5253592.322971517,-1
729882.4413765676,-1
735673.0918078927,-1
785926.4895266742,-1
791234.7054087303,-1
841019.6822848511,-1
846602.2310777779,-1
896586.9153472972,-1
902754.1037334495,-1
953446.1862950134,-1
959778.6755778608,-1
1010584.1893274416,-1
1009494.4081033906,-1
8627562.189374855,-1
3766709.5353146954,-1
1009466.7875929191,-1
613723.9941057794,-1
1015950.4701450515,-1
1016746.5044064446,-1
9300737.9010235,-1
1016932.9545466144,-1
1016987.8266817948,-1
6317665.626096751,-1
3762407.7715144074,-1
1016787.2611477006,-1
8627748.10442035,-1
1016983.311016445,-1
61523785.64959624,-1
3448.5461759862405,-1
11524286.28069866,-1
3268.736471726477,-1
8627140.511828909,-1
11524286.28069866,-1
3268.736471726477,-1
11524286.28069866,-1
3268.736471726477,-1
11524286.28069866,-1
3268.736471726477,-1
3759544.965872503,-1
1068693.5460297135,-1
8627327.343961854,-1
1075331.7426680066,-1
1126289.5886466529,-1
1132957.1726505146,-1
1183070.3228314642,-1
1189089.3539579257,-1
1239662.5367015414,-1
1246358.3256521027,-1
1297492.3263292627,-1
1304259.8347706115,-1
1355353.299796309,-1
1362243.7557778005,-1
1413456.6330867815,-1
1420355.9773892725,-1
1471575.0960953254,-1
1478528.0771105571,-1
11779592.181729693,-1
189634.47963513958,-1
177489.11434743734,-1
231076.10563010428,-1
327.9213424911741,-1
187761.73407276522,-1
229612.302029875,-1
273680.24005781114,-1
204522.5367831959,-1
287147.5421299639,-1
214401.22457060314,-1
4097146.855214818,-1
3373952.080025837,-1
285062.1456415824,-1
333606.3498029964,-1
336348.9536539672,-1
383966.89507449075,-1
4243516.246294754,-1
387671.7082268237,-1
385904.8352429696,-1
262171.26232877804,-1
4240689.452401504,-1
3327058.732085055,-1
436069.6958697357,-1
440487.37343022553,-1
489435.3290092794,-1
494362.867932635,-1
316218.04993728246,-1
3377769.3184415027,-1
4436047.664073522,-1
543608.7797802326,-1
541841.4430663404,-1
541845.7917637783,-1
4710393.446623789,-1
3375962.801022777,-1
330392.94953784015,-1
344622.4425594893,-1
598420.8686884736,-1
603945.3647935963,-1
653862.9469798999,-1
659628.940785872,-1
709780.5864238297,-1
3490062.146781085,-1
5221014.155192553,-1
708156.1103333242,-1
715775.5160663276,-1
714286.056504459,-1
714163.1807093447,-1
714337.4260945065,-1
3489142.5039673992,-1
433181.4303947202,-1
5220499.8318486875,-1
714167.5267472496,-1
714344.688893272,-1
148521.88167036037,-1
35588.625897601436,-1
5220071.141095912,-1
766083.8340513106,-1
772248.0950118473,-1
822711.0039627441,-1
829031.7257802084,-1
879676.5113425694,-1
886114.8374813756,-1
936843.0232672779,-1
943324.6606705573,-1
994107.6368521167,-1
1000686.7495598206,-1
1051523.1468590903,-1
1049964.8158516553,-1
3721973.7781643122,-1
1049931.1555818585,-1
634618.4749754829,-1
1056629.8058529736,-1
1056547.2498011426,-1
1056722.0109013368,-1
1056780.4727992618,-1
6284080.19200045,-1
3717907.0205750223,-1
1056595.7293126215,-1
1056773.3199462148,-1
384128.41530659574,-1
35828.81046321352,-1
148521.88167036037,-1
35548.40518670029,-1
148521.88167036037,-1
35548.40518670029,-1
148521.88167036037,-1
35548.40518670029,-1
148521.88167036037,-1
35548.40518670029,-1
3715006.8672055756,-1
1109054.5971020937,-1
1115756.0020407683,-1
1166745.7892763938,-1
1173512.6674796513,-1
1224541.3879117318,-1
1231355.121592517,-1
1282449.057782925,-1
1289305.6629602623,-1
1340396.3260701932,-1
1347294.060265742,-1
1398425.0667331642,-1
1405335.7144712186,-1
1456520.4067834045,-1
1463471.8695561148,-1
1514669.9790909174,-1
1521631.537961986,-1
268927345.332474,-1
24413.113767280312,1
268940990.2902409,-1
407286.68437173724,-1
26857.57920846951,1
68302.4288677594,1
397594.75258058746,-1
89991.23852921183,1
394583.437650363,-1
4114385.035959515,-1
3432433.0867201677,-1
89836.93819870682,1
136625.4279343225,1
142369.1524458718,1
190876.96825893995,1
4261281.990244843,-1
197057.92324730786,1
197217.91066259894,1
434360.5863426622,-1
4258333.382487671,-1
3369019.9004085255,-1
246607.94981390546,1
253074.6910638211,1
303218.2606869818,1
309850.8709402444,1
486314.35683487856,-1
3419686.231691861,-1
4451824.417044018,-1
360197.095857614,1
360312.00408062554,1
360859.1069238428,1
4726107.940037017,-1
3417861.828150049,-1
501597.3894783799,-1
514410.5889106491,-1
417550.56234679424,1
424420.7769285342,1
475242.5529601927,1
482174.05691820604,1
533152.9044669301,1
3526447.479532277,-1
5235666.463851345,-1
533373.9548906137,1
540134.5478212293,1
540575.5090434839,1
540364.835590643,1
540421.3997889278,1
3525519.0727790026,-1
603081.7525669804,-1
5235124.956572437,-1
540911.4635692934,1
540432.1863895317,1
268828943.1573105,-1
376246940.0122522,-1
5234672.222695561,-1
591235.2944664487,1
598241.877327379,1
649354.7018126796,1
656462.4482832311,1
707687.9264257144,1
714843.6683799764,1
766095.0124481706,1
773227.3404126986,1
824530.3839637547,1
831666.3757309743,1
883023.2990180902,1
883296.3555781065,1
3751265.6406999226,-1
883436.2617279168,1
808310.725875355,-1
890979.57154782,1
890909.5173618081,1
890647.0443338114,1
890504.4495618393,1
6297558.347745846,-1
3747494.3534872574,-1
890413.5768115624,1
890493.2818765577,1
312179791.69768506,-1
376247095.7375959,-1
268828943.1573105,-1
376246914.0351161,-1
268828943.1573105,-1
376246914.0351161,-1
268828943.1573105,-1
376246914.0351161,-1
268828943.1573105,-1
376246914.0351161,-1
3744604.778082245,-1
941454.6799941084,1
948643.8292171755,1
1000016.0310118713,1
1007238.354985916,1
1058608.1737868537,1
1065829.752633575,1
1117268.9673638009,1
1124472.9912975412,1
1175934.9364279588,1
1183126.4217385892,1
1234536.8275343848,1
1241773.1563617254,1
1293222.519167982,1
1300487.1516755084,1
1351939.2469924265,1
1359186.9541272006,1
139438.10669493236,-1
5642.118457191723,-1
86766.11725215189,-1
145696.83388779193,-1
196198.16109686223,-1
119184.83451967068,-1
215559.5088953883,-1
135440.06330590963,-1
4065584.8927527745,-1
3342390.996253721,-1
213469.23807821595,-1
266837.20698560926,-1
273945.15170073294,-1
325349.91805397824,-1
4212159.016332,-1
332515.85576757573,-1
330861.07863736077,-1
200564.30072329083,-1
4209338.007469783,-1
3295676.321721122,-1
383956.5323517314,-1
391196.6828255273,-1
442651.173818753,-1
449916.1173829023,-1
265788.15049066884,-1
3346413.3745661853,-1
4404821.171021455,-1
501265.43937924615,-1
499496.2473131597,-1
499501.7005024516,-1
4679181.17227568,-1
3344606.324103489,-1
282101.4217611147,-1
298418.2675697719,-1
559832.5997226977,-1
567037.7567569604,-1
618490.3861719777,-1
625709.2739323037,-1
677190.1684377829,-1
3458776.1591822235,-1
5189870.426323387,-1
675564.2834781631,-1
684461.3971443428,-1
683073.5510369495,-1
682847.7131356435,-1
683123.3443286035,-1
3457856.233919454,-1
396347.84079564473,-1
5189357.175148984,-1
682853.171557474,-1
683129.8558548526,-1
8860.545439977343,-1
41626.92110399041,-1
5188929.363195561,-1
735939.3331025429,-1
743223.8659414594,-1
794726.4531373378,-1
802037.0402951894,-1
853607.815650794,-1
860931.7712780561,-1
912485.2823495578,-1
919763.4221540738,-1
971286.5137559398,-1
978593.1896655496,-1
1030104.2301898045,-1
1028544.855936674,-1
3690750.1434400254,-1
1028513.6690359535,-1
607818.6379927621,-1
1035867.7662318283,-1
1035784.9138959284,-1
1036057.62225051,-1
1036113.8604017363,-1
6253008.643621245,-1
3686688.5138052404,-1
1035832.6018836789,-1
1036107.4158990046,-1
1279287.7591496725,-1
41864.8755766673,-1
8860.545439977343,-1
41586.73794062369,-1
8860.545439977343,-1
41586.73794062369,-1
8860.545439977343,-1
41586.73794062369,-1
8860.545439977343,-1
41586.73794062369,-1
3683792.942266808,-1
1088911.7924174606,-1
1096207.8039983253,-1
1147763.4332069464,-1
1155076.816044422,-1
1206622.5126124572,-1
1213938.5800623621,-1
1265502.545265336,-1
1272830.5864906383,-1
1324359.6139237292,-1
1331689.4503062752,-1
1383231.821548856,-1
1390538.8972043546,-1
1442105.4539008124,-1
1449427.5360529665,-1
1500979.0262490755,-1
1508286.4918734424,-1
1081869840.7260053,-1
559723.6122761929,-1
1426.1365870861266,1
18573.52430922885,1
466383.43633215496,-1
40810.38394188359,1
422001.06932366855,-1
4035581.688780528,-1
3439202.5604570378,-1
40596.090013796405,1
75188.30327437416,1
80587.1858690229,1
121713.39768353957,1
4181612.1807571864,-1
127661.74215008244,1
127747.40181749978,1
419249.90596932924,-1
4178614.695859484,-1
3329612.930050474,-1
172279.33496448252,1
178580.2463464505,1
225209.9497066291,1
231692.63519941145,1
449905.2046039579,-1
3381021.571176343,-1
4367255.521281501,-1
279385.9714752863,1
279486.89689273475,1
280033.2137993874,1
4641491.95472481,-1
3379186.19658448,-1
465007.1770859289,-1
470895.85860618786,-1
334571.2109893747,1
341359.5457293499,1
390526.0755375785,1
397390.3075487466,1
447013.0237891753,1
3472685.045228721,-1
5148588.366882984,-1
447226.3816403057,1
453941.52316498605,1
454232.98935493286,1
454164.762983437,1
454079.4092957592,1
3471751.2921692776,-1
545345.6198886832,-1
5148035.152777311,-1
454710.90253803326,1
454090.129646001,1
1081700391.9183013,-1
1514310498.3469565,-1
5147571.785788111,-1
503928.4278294177,1
510865.8962124084,1
561020.7085992454,1
568088.9125503047,1
618490.229752578,1
625609.8238233059,1
676148.2798448595,1
683248.8818130423,1
733927.6807563179,1
741038.9130990414,1
791862.2499935244,1
792131.9696794454,1
3685200.59751221,-1
792271.7674345798,1
736869.8661073812,-1
799769.092250687,1
799699.2119807296,1
799273.5385830335,1
799131.178435439,1
6208007.672580196,-1
3681554.8735031,-1
799203.3720445322,1
799120.054263275,1
1147850523.9802525,-1
1514310607.754564,-1
1081700391.9183013,-1
1514310472.6107094,-1
1081700391.9183013,-1
1514310472.6107094,-1
1081700391.9183013,-1
1514310472.6107094,-1
1081700391.9183013,-1
1514310472.6107094,-1
3678799.140417666,-1
849757.4539241252,1
856926.2262709845,1
907857.367879667,1
915059.3117129529,1
966033.9871165357,1
973237.16197437,1
1024318.5579354578,1
1031509.0822222894,1
1082663.3084509657,1
1089818.4316428304,1
1140931.6592554688,1
1148155.9934894594,1
1199330.6064421393,1
1206582.2057935616,1
1257783.3986215713,1
1265019.0911536517,1
185094.4375407783,-1
230022.202766521,-1
274098.51399877394,-1
202747.23069428845,-1
287608.21078074165,-1
213050.79713730575,-1
4085436.032695854,-1
3362176.9996491126,-1
285522.6892438087,-1
334073.3283406045,-1
336836.44085023255,-1
384461.8628823882,-1
4231905.923498678,-1
388182.14980521216,-1
386448.5059255633,-1
261346.66497512683,-1
4229079.081841552,-1
3315369.34751793,-1
436579.73535734694,-1
441014.0030837384,-1
489965.52558724023,-1
494902.6412540952,-1
315671.2021317048,-1
3366095.231510146,-1
4424503.58057299,-1
544151.7255534533,-1
542384.3546980437,-1
542388.7033954816,-1
4698849.418784134,-1
3364288.897711024,-1
329864.06061705947,-1
344170.8815986643,-1
598974.5164992607,-1
604505.5146377288,-1
654425.1663725306,-1
660196.5813715983,-1
710346.0266881785,-1
3478422.0309775886,-1
5209503.0882989,-1
708721.5316641525,-1
716350.29550411,-1
714885.0098586249,-1
